experimental phase,hour,drink,eat,groom,hang,sniff,rear,rest,walk,eathand
"Experiment: FC-D, Phase: postcond",11h,0.002618076162215628,0.09981840380811076,0.08851616592482688,6.877472799208704e-05,0.3569369745301682,0.002287339268051434,0.41338093471810095,0.004915461177052423,0.0314578696834817
"Experiment: FC-D, Phase: postcond",12h,0.0013515393175074185,0.026069485657764586,0.05241638847675569,7.03202274975272e-05,0.2709337908011869,0.0018283259149357073,0.6087475272007913,0.003822020276953511,0.034760602126607316
"Experiment: FC-D, Phase: postcond",13h,0.0037072669386745798,0.07884443001978239,0.10282787772007913,0.0027587166172106828,0.3344155693620177,0.003273754327398616,0.42396760633036595,0.008001050939663698,0.04220372774480712
"Experiment: FC-D, Phase: postcond",14h,0.01055421612265084,0.08692043768545993,0.09415414812067259,0.003113408753709199,0.25965318991097924,0.0034858741345202768,0.4723861739614243,0.008928350642927794,0.06080420066765579
"Experiment: FC-D, Phase: postcond",15h,0.006443960187932741,0.06937708642433234,0.10930622527200791,0.002997882665677547,0.29497210373392685,0.005568821092977249,0.4391807307121662,0.009335976137487637,0.06281721377349157
"Experiment: FC-D, Phase: postcond",16h,0.004031821834817013,0.08373786782888228,0.0866974993818002,0.0016254791048466867,0.30380965628090995,0.0029866777942631055,0.4814980526706232,0.004940961918892185,0.03067198318496538
"Experiment: FC-D, Phase: postcond",17h,0.014116978857566761,0.09753415553907023,0.09942314230959447,0.0006726786597428288,0.23355627163699308,0.0026211671612265085,0.5066896946092976,0.004706432368941643,0.04067947885756677
"Experiment: FC-D, Phase: postcond",18h,0.0029797230464886242,0.13492712969831844,0.07984939107319484,0.0016845944609297722,0.24111646884272997,0.003232412215628091,0.4915924826904056,0.005022873392680515,0.03959492457962412
"Experiment: FC-D, Phase: postcond",19h,0.0034754420128585554,0.09811217235410485,0.12152996723541049,0.0035701038575667652,0.2625065683728981,0.004743137982195845,0.45629443311078144,0.008716230835806133,0.041051944238377845
"Experiment: FC-D, Phase: postcond",20h,0.008246398986152327,0.14542725333827897,0.12063435027200793,0.005716802670623146,0.32499265887734924,0.006843471810089021,0.33517827336795253,0.010689447329376852,0.04227134334817013
"Experiment: FC-D, Phase: postcond",21h,0.0037690869188921872,0.12397069732937684,0.10892680514342234,0.007287416543026706,0.28786744250741836,0.006144519658753709,0.41274998454500506,0.00839515331355094,0.040888894040553896
"Experiment: FC-D, Phase: postcond",22h,0.007127070969337289,0.1226860008654797,0.1174417346686449,0.00025616654302670623,0.32535044201285857,0.0025840751730959446,0.3902351477497527,0.008915213897131553,0.0254041481206726
"Experiment: FC-D, Phase: postcond",23h,0.007106979475766567,0.14118794819485656,0.117048018669634,0.0032667995796241346,0.24732010385756675,0.006198225766567755,0.4463023924332344,0.007119729846686449,0.024449802176063306
"Experiment: FC-D, Phase: postret",00h,0.003172137734915925,0.186825003090999,0.08450675383283877,0.005860920499505439,0.3145960837042532,0.005217219955489613,0.3447704160484668,0.01290067074678536,0.0421507943867458
"Experiment: FC-D, Phase: postret",01h,0.0030365201533135507,0.21726361585064294,0.06024202522255193,0.00039603424826904055,0.2701942692878338,0.0015764094955489612,0.40231863563303666,0.003759427546983185,0.041213062561819974
"Experiment: FC-D, Phase: postret",02h,0.007498377225519288,0.2267518236894164,0.1021134705736894,0.0013190838278931752,0.2739525377101879,0.0030245425321463906,0.30702584075173095,0.005494637116716123,0.07281968657270031
"Experiment: FC-D, Phase: postret",03h,0.015159418273986152,0.1467038359297725,0.09950930390702277,0.0008071371167161226,0.24584183358061326,0.0018136436696340257,0.3999466802670623,0.0035608308605341245,0.08665731639465875
"Experiment: FC-D, Phase: postret",04h,0.013160701038575667,0.14908081416913946,0.12081440096439171,0.0051279673590504445,0.2952495208951533,0.005768963278931751,0.3240669046735905,0.01037609730464886,0.07635463031651829
"Experiment: FC-D, Phase: postret",05h,0.010668969460929769,0.15630022873392682,0.09625757294757666,0.008744822576656774,0.37857319485657764,0.010276026211671613,0.26837560274480715,0.023948673961424336,0.04685490850642927
"Experiment: FC-D, Phase: postret",06h,0.025623995425321466,0.18588108926805147,0.1152332158753709,0.005878307368941643,0.335286071958457,0.011055730712166171,0.2407146389713155,0.018841957220573694,0.06148499319980217
"Experiment: FC-D, Phase: postret",07h,0.021449987636003958,0.15387147626112765,0.17457923775964393,0.009512935830860535,0.33743895276953517,0.007763816765578634,0.19521667903066273,0.023305746167161228,0.07686116777942632
"Experiment: FC-D, Phase: postret",08h,0.008574431256181998,0.13907254574678532,0.10549038699307618,0.008334106083086055,0.4073983061325421,0.012469862759643917,0.23285963773491594,0.032779271760633034,0.05302145153313551
"Experiment: FC-D, Phase: postret",09h,-,-,-,-,-,-,-,-,-
"Experiment: FC-D, Phase: postret",10h,0.004227713897131553,0.16344970944609297,0.13865062438180017,0.004368354352126608,0.38769009643916913,0.007864274233432247,0.22358741345202768,0.01347907393669634,0.056682739861523244
"Experiment: FC-D, Phase: postret",11h,0.005334291543026706,0.17979259396636996,0.13721987821463896,0.0026308265331355094,0.315538065652819,0.006858926805143425,0.28618130254698315,0.012457498763600397,0.053986615974282885
"Experiment: FC-D, Phase: postret",12h,0.007263074925816023,0.12007719770029678,0.10191101013847675,0.0021339484421364985,0.29221222799208707,0.006433914441147379,0.40678435645400596,0.011785979228486648,0.051398290677546976
"Experiment: FC-D, Phase: postret",13h,0.005648800692383778,0.1091536071958457,0.13365054710682492,0.002480526706231454,0.33549625989119686,0.004685181750741839,0.3737578047725025,0.009362636003956478,0.02576463588031652
"Experiment: FC-D, Phase: postret",14h,0.0036910391938674574,0.09979483494065278,0.14240541543026705,0.004928984297725025,0.3519098510138476,0.00449392618694362,0.33410415121167153,0.010416666666666664,0.04825513105835807
"Experiment: FC-D, Phase: postret",15h,0.00929386127596439,0.12671009520276952,0.13783460064292782,0.00556186634520277,0.35770547415924825,0.00566271018793274,0.3041056194362018,0.016483524975272005,0.036642247774480705
"Experiment: FC-D, Phase: postret",16h,0.022535701038575665,0.14436394967853608,0.08558589886251235,0.008540430267062313,0.28634435274480713,0.005381042903066271,0.40129744683481694,0.0070764558605341255,0.03887472181008902
"Experiment: FC-D, Phase: postret",17h,0.005798714144411475,0.1356956293273986,0.11867504327398615,0.004869868941641938,0.263598850148368,0.006498439045499506,0.4231345820969337,0.008049347799208703,0.03367952522255193
"Experiment: FC-D, Phase: postret",18h,0.005605140331355094,0.1596976230217606,0.11191464206231454,0.0043246939910979235,0.3303026088031652,0.012573024851632046,0.3245548961424332,0.009210404302670625,0.04181696649357072
"Experiment: FC-D, Phase: postret",19h,0.007076069485657764,0.1577031559099901,0.12312878647378832,0.006346980093966371,0.3188840720820969,0.009446865727002969,0.30957282393669633,0.014545854970326408,0.05329539132047478
"Experiment: FC-D, Phase: postret",20h,0.009291543026706232,0.22502627349159252,0.08983524975272007,0.00596369621661721,0.29063581849653813,0.0075694702027695356,0.3235271389713155,0.01228594831849654,0.035864861523244314
"Experiment: FC-D, Phase: postret",21h,0.013100812932739861,0.22852296612265086,0.09321139342235411,0.005219538204747776,0.3884964608061325,0.005480341246290801,0.20604599406528187,0.012323426681503461,0.047599066518298705
"Experiment: FC-D, Phase: postret",22h,0.012984127720079128,0.1797153189910979,0.12203032270029673,0.0027869219831849657,0.34067445598417406,0.005938968224530168,0.28575667655786346,0.010840133531157268,0.03927307430761622
"Experiment: FC-D, Phase: postret",23h,0.002983200420375866,0.2210956818743818,0.07169919943125619,0.0022324740356083083,0.3470450049455984,0.004215349901088031,0.2999772038822948,0.007308280786350146,0.04344360472304648
"Experiment: FC-D, Phase: postext",00h,0.018483787710187927,0.11339986708704251,0.10198789873887237,0.00215094893669634,0.3330215288081108,0.003706880563798219,0.3796137023986153,0.008218579995054402,0.03941680576162216
"Experiment: FC-D, Phase: postext",01h,0.03810042655786349,0.10078781837289809,0.11626097304648862,0.004230032146389714,0.3457935367210683,0.003632696587537092,0.34530477250247277,0.007568697453016815,0.038321046612265076
"Experiment: FC-D, Phase: postext",02h,0.030135694856577647,0.13350063365479725,0.12916898491592485,0.0013519256923837785,0.37443473355588525,0.0027193063798219585,0.29209399727992086,0.006875154549950544,0.029719569114737887
"Experiment: FC-D, Phase: postext",03h,0.008241376112759645,0.16215342173590505,0.13377225519287833,0.005601662957467853,0.3360263662215628,0.006258113872403561,0.2814242550692384,0.018969847304648863,0.04755270153313551
"Experiment: FC-D, Phase: postext",04h,0.021738223293768552,0.18036751978239365,0.12584113810583583,0.007044773120672601,0.29074438983679524,0.013140223170128584,0.2899639125865479,0.01685212660731949,0.054307693496538086
"Experiment: FC-D, Phase: postext",05h,0.013996429896142434,0.23153823565776457,0.107334940652819,0.01874343162710188,0.35923242767062313,0.01882457035113749,0.14080466431750743,0.0349812221810089,0.07454407764589516
"Experiment: FC-D, Phase: postext",06h,0.056285160113748754,0.18302075605835796,0.14962482999505441,0.012342745425321463,0.3410840133531157,0.010719970944609296,0.15260918954005936,0.017272502472799208,0.07704083209693373
"Experiment: FC-D, Phase: postext",07h,0.01455705984174085,0.19000757294757664,0.0920047446834817,0.008610364119683482,0.32656365912462904,0.01171527262611276,0.25815598726508415,0.020218610905044506,0.0781667284866469
"Experiment: FC-D, Phase: postext",08h,0.050945072947576664,0.13945737512363995,0.13261081231454006,0.005636436696340257,0.2522448380316518,0.007467080860534125,0.3639226322947577,0.012264311325420376,0.035451440405539075
"Experiment: FC-D, Phase: postext",09h,0.012651458951533136,0.15791527571711175,0.09389759520276954,0.016079376854599408,0.29570814787339267,0.010994683481701286,0.3657965504451039,0.013813674579624137,0.0331432368941642
"Experiment: FC-D, Phase: postext",10h,0.008575976755687437,0.0974599715628091,0.09754111028684471,0.0008770709693372898,0.4025771204253215,0.002998269040553907,0.30474545623145394,0.009783784619188923,0.07544124010880317
"Experiment: FC-D, Phase: postext",11h,0.029339762611275962,0.14666713031651832,0.04767093224530169,0.0014094955489614243,0.3384628461918892,0.0031110905044510386,0.35882712042532144,0.006484143175074185,0.06802747898120672
